lead_id,date,state
SOCIAL_000247,2023-02-22,OH
SOCIAL_000248,2023-02-22,OH
SOCIAL_000249,2023-02-22,NV
SOCIAL_000250,2023-02-22,RI
SOCIAL_000251,2023-02-23,NM
SOCIAL_000252,2023-02-23,PA
SOCIAL_000253,2023-02-23,CO
SOCIAL_000254,2023-02-23,VA
SOCIAL_000255,2023-02-23,MN
SOCIAL_000256,2023-02-24,FL
SOCIAL_000257,2023-02-25,CT
SOCIAL_000258,2023-02-25,CA
SOCIAL_000259,2023-02-25,FL
SOCIAL_000260,2023-02-25,TX
SOCIAL_000261,2023-02-25,CA
SOCIAL_000262,2023-02-26,MI
SOCIAL_000263,2023-02-26,MI
SOCIAL_000264,2023-02-26,TN
SOCIAL_000265,2023-02-27,AZ
SOCIAL_000266,2023-02-27,MD
SOCIAL_000267,2023-02-27,CT
SOCIAL_000268,2023-02-28,VA
SOCIAL_000269,2023-02-28,SC
SOCIAL_000270,2023-02-28,MI
SOCIAL_000271,2023-02-28,SC
SOCIAL_000272,2023-02-28,NM
SOCIAL_000273,2023-02-28,TN
SOCIAL_000274,2023-02-28,NY
SOCIAL_000275,2023-02-28,FL
SOCIAL_000276,2023-02-28,MA
SOCIAL_000277,2023-02-28,CT
SOCIAL_000278,2023-03-01,FL
SOCIAL_000279,2023-03-01,NC
SOCIAL_000280,2023-03-01,CA
SOCIAL_000281,2023-03-01,CA
SOCIAL_000282,2023-03-01,FL
SOCIAL_000283,2023-03-01,IN
SOCIAL_000284,2023-03-01,MN
SOCIAL_000285,2023-03-01,CO
SOCIAL_000286,2023-03-01,TX
SOCIAL_000287,2023-03-02,MI
SOCIAL_000288,2023-03-02,LA
SOCIAL_000289,2023-03-02,CA
SOCIAL_000290,2023-03-02,TX
SOCIAL_000291,2023-03-02,GA
SOCIAL_000292,2023-03-02,CA
SOCIAL_000293,2023-03-02,WA
SOCIAL_000294,2023-03-03,AR
SOCIAL_000295,2023-03-04,AK
SOCIAL_000296,2023-03-04,WI
SOCIAL_000297,2023-03-04,TX
SOCIAL_000298,2023-03-04,TX
SOCIAL_000299,2023-03-05,NV
SOCIAL_000300,2023-03-05,NY
SOCIAL_000301,2023-03-05,SD
SOCIAL_000302,2023-03-05,TX
SOCIAL_000303,2023-03-06,TX
SOCIAL_000304,2023-03-06,NJ
SOCIAL_000305,2023-03-06,LA
SOCIAL_000306,2023-03-06,CO
SOCIAL_000307,2023-03-06,NY
SOCIAL_000308,2023-03-07,IL
SOCIAL_000309,2023-03-07,NJ
SOCIAL_000310,2023-03-07,KS
SOCIAL_000311,2023-03-07,TX
SOCIAL_000312,2023-03-07,AL
SOCIAL_000313,2023-03-07,CT
SOCIAL_000314,2023-03-08,AZ
SOCIAL_000315,2023-03-08,KY
SOCIAL_000316,2023-03-08,NY
SOCIAL_000317,2023-03-08,CA
SOCIAL_000318,2023-03-08,MO
SOCIAL_000319,2023-03-08,NY
SOCIAL_000320,2023-03-08,SC
SOCIAL_000321,2023-03-09,AL
SOCIAL_000322,2023-03-09,CA
SOCIAL_000323,2023-03-10,MI
SOCIAL_000324,2023-03-10,AZ
SOCIAL_000325,2023-03-10,GA
SOCIAL_000326,2023-03-10,IN
SOCIAL_000327,2023-03-10,MN
SOCIAL_000328,2023-03-10,CT
SOCIAL_000329,2023-03-10,SC
SOCIAL_000330,2023-03-10,WA
SOCIAL_000331,2023-03-11,NY
SOCIAL_000332,2023-03-11,OR
SOCIAL_000333,2023-03-11,MO
SOCIAL_000334,2023-03-11,CA
SOCIAL_000335,2023-03-11,OH
SOCIAL_000336,2023-03-12,OR
SOCIAL_000337,2023-03-12,MO
SOCIAL_000338,2023-03-12,NY
SOCIAL_000339,2023-03-13,FL
SOCIAL_000340,2023-03-13,FL
SOCIAL_000341,2023-03-13,LA
SOCIAL_000342,2023-03-13,MI
SOCIAL_000343,2023-03-13,CA
SOCIAL_000344,2023-03-13,TN
SOCIAL_000345,2023-03-13,MN
SOCIAL_000346,2023-03-13,TX
SOCIAL_000347,2023-03-13,CA
SOCIAL_000348,2023-03-14,IN
SOCIAL_000349,2023-03-14,TX
SOCIAL_000350,2023-03-14,FL
SOCIAL_000351,2023-03-14,OK
SOCIAL_000352,2023-03-14,OH
SOCIAL_000353,2023-03-14,CA
SOCIAL_000354,2023-03-14,OK
SOCIAL_000355,2023-03-14,OH
SOCIAL_000356,2023-03-14,CA
SOCIAL_000357,2023-03-14,WV
SOCIAL_000358,2023-03-15,NY
SOCIAL_000359,2023-03-15,NY
SOCIAL_000360,2023-03-15,VA
SOCIAL_000361,2023-03-15,NJ
SOCIAL_000362,2023-03-15,AL
SOCIAL_000363,2023-03-15,NC
SOCIAL_000364,2023-03-15,NH
SOCIAL_000365,2023-03-15,CA
SOCIAL_000366,2023-03-16,IL
SOCIAL_000367,2023-03-16,TX
SOCIAL_000368,2023-03-16,IL
SOCIAL_000369,2023-03-16,IL
SOCIAL_000370,2023-03-16,IN
SOCIAL_000371,2023-03-16,GA
SOCIAL_000372,2023-03-16,TX
SOCIAL_000373,2023-03-16,PA
SOCIAL_000374,2023-03-16,CA
SOCIAL_000375,2023-03-16,CA
SOCIAL_000376,2023-03-16,CA
SOCIAL_000377,2023-03-16,MO
SOCIAL_000378,2023-03-16,MD
SOCIAL_000379,2023-03-16,TX
SOCIAL_000380,2023-03-16,PA
SOCIAL_000381,2023-03-16,UT
SOCIAL_000382,2023-03-17,CA
SOCIAL_000383,2023-03-17,UT
SOCIAL_000384,2023-03-17,VA
SOCIAL_000385,2023-03-17,TX
SOCIAL_000386,2023-03-17,TX
SOCIAL_000387,2023-03-17,NY
SOCIAL_000388,2023-03-17,AZ
SOCIAL_000389,2023-03-18,UT
SOCIAL_000390,2023-03-18,MD
SOCIAL_000391,2023-03-18,FL
SOCIAL_000392,2023-03-18,NY
SOCIAL_000393,2023-03-19,MA
SOCIAL_000394,2023-03-19,LA
SOCIAL_000395,2023-03-20,AL
SOCIAL_000396,2023-03-20,MI
SOCIAL_000397,2023-03-20,VT
SOCIAL_000398,2023-03-20,UT
SOCIAL_000399,2023-03-20,NY
SOCIAL_000400,2023-03-20,MI
SOCIAL_000401,2023-03-20,NY
SOCIAL_000402,2023-03-20,TX
SOCIAL_000403,2023-03-20,WI
SOCIAL_000404,2023-03-20,TX
SOCIAL_000405,2023-03-21,MO
SOCIAL_000406,2023-03-21,NY
SOCIAL_000407,2023-03-21,WA
SOCIAL_000408,2023-03-22,TX
SOCIAL_000409,2023-03-22,FL
SOCIAL_000410,2023-03-22,NY
SOCIAL_000411,2023-03-23,NM
SOCIAL_000412,2023-03-23,CA
SOCIAL_000413,2023-03-23,TX
SOCIAL_000414,2023-03-23,FL
SOCIAL_000415,2023-03-24,OH
SOCIAL_000416,2023-03-24,NJ
SOCIAL_000417,2023-03-24,NY
SOCIAL_000418,2023-03-24,CA
SOCIAL_000419,2023-03-24,IN
SOCIAL_000420,2023-03-24,NY
SOCIAL_000421,2023-03-24,ND
SOCIAL_000422,2023-03-24,CA
SOCIAL_000423,2023-03-24,IL
SOCIAL_000424,2023-03-24,NY
SOCIAL_000425,2023-03-24,KY
SOCIAL_000426,2023-03-24,CA
SOCIAL_000427,2023-03-24,PA
SOCIAL_000428,2023-03-24,CA
SOCIAL_000429,2023-03-25,FL
SOCIAL_000430,2023-03-25,NC
SOCIAL_000431,2023-03-25,AR
SOCIAL_000432,2023-03-26,NE
SOCIAL_000433,2023-03-26,TX
SOCIAL_000434,2023-03-26,TX
SOCIAL_000435,2023-03-26,TX
SOCIAL_000436,2023-03-26,TN
SOCIAL_000437,2023-03-26,IL
SOCIAL_000438,2023-03-27,CA
SOCIAL_000439,2023-03-27,MD
SOCIAL_000440,2023-03-28,PA
SOCIAL_000441,2023-03-28,PA
SOCIAL_000442,2023-03-28,MN
SOCIAL_000443,2023-03-28,WI
SOCIAL_000444,2023-03-28,CA
SOCIAL_000445,2023-03-28,CA
SOCIAL_000446,2023-03-28,FL
SOCIAL_000447,2023-03-28,CA
SOCIAL_000448,2023-03-28,MI
SOCIAL_000449,2023-03-28,CT
SOCIAL_000450,2023-03-28,NC
SOCIAL_000451,2023-03-28,WI
SOCIAL_000452,2023-03-29,NY
SOCIAL_000453,2023-03-29,NY
SOCIAL_000454,2023-03-29,MD
SOCIAL_000455,2023-03-29,FL
SOCIAL_000456,2023-03-29,OH
SOCIAL_000457,2023-03-29,OH
SOCIAL_000458,2023-03-29,PA
SOCIAL_000459,2023-03-30,IA
SOCIAL_000460,2023-03-30,PA
SOCIAL_000461,2023-03-30,PA
SOCIAL_000462,2023-03-30,TX
SOCIAL_000463,2023-03-30,MD
SOCIAL_000464,2023-03-30,IN
SOCIAL_000465,2023-03-30,CA
SOCIAL_000466,2023-03-30,UT
SOCIAL_000467,2023-03-31,MN
SOCIAL_000468,2023-03-31,AR
SOCIAL_000469,2023-03-31,MD
SOCIAL_000470,2023-03-31,CT
SOCIAL_000471,2023-03-31,MD
SOCIAL_000472,2023-03-31,MI
SOCIAL_000473,2023-04-01,WA
SOCIAL_000474,2023-04-01,NC
SOCIAL_000475,2023-04-01,GA
SOCIAL_000476,2023-04-01,TX
SOCIAL_000477,2023-04-01,MI
SOCIAL_000478,2023-04-01,WI
SOCIAL_000479,2023-04-01,WI
SOCIAL_000480,2023-04-02,GA
SOCIAL_000481,2023-04-02,VA
SOCIAL_000482,2023-04-02,FL
SOCIAL_000483,2023-04-03,NJ
SOCIAL_000484,2023-04-03,OH
SOCIAL_000485,2023-04-03,AZ
SOCIAL_000486,2023-04-03,OH
SOCIAL_000487,2023-04-03,TX
SOCIAL_000488,2023-04-04,ND
SOCIAL_000489,2023-04-04,NY
SOCIAL_000490,2023-04-04,GA
SOCIAL_000491,2023-04-04,TX
SOCIAL_000492,2023-04-04,ID
SOCIAL_000493,2023-04-04,NY
SOCIAL_000494,2023-04-04,NJ
SOCIAL_000495,2023-04-04,FL
SOCIAL_000496,2023-04-04,MS
SOCIAL_000497,2023-04-05,MO
SOCIAL_000498,2023-04-05,IN
SOCIAL_000499,2023-04-05,SC
SOCIAL_000500,2023-04-06,PA
SOCIAL_000501,2023-04-06,GA
SOCIAL_000502,2023-04-06,GA
SOCIAL_000503,2023-04-06,TX
SOCIAL_000504,2023-04-06,CA
SOCIAL_000505,2023-04-07,SC
SOCIAL_000506,2023-04-07,LA
SOCIAL_000507,2023-04-07,MN
SOCIAL_000508,2023-04-07,NY
SOCIAL_000509,2023-04-07,NC
SOCIAL_000510,2023-04-07,OH
SOCIAL_000511,2023-04-07,OH
SOCIAL_000512,2023-04-07,NY
SOCIAL_000513,2023-04-07,LA
SOCIAL_000514,2023-04-08,MI
SOCIAL_000515,2023-04-08,CA
SOCIAL_000516,2023-04-09,CA
SOCIAL_000517,2023-04-09,MA
SOCIAL_000518,2023-04-09,MI
SOCIAL_000519,2023-04-09,TX
SOCIAL_000520,2023-04-09,MA
SOCIAL_000521,2023-04-10,SC
SOCIAL_000522,2023-04-10,CA
SOCIAL_000523,2023-04-10,TX
SOCIAL_000524,2023-04-10,NY
SOCIAL_000525,2023-04-10,FL
SOCIAL_000526,2023-04-10,FL
SOCIAL_000527,2023-04-10,TX
SOCIAL_000528,2023-04-10,CA
SOCIAL_000529,2023-04-10,TX
SOCIAL_000530,2023-04-11,FL
SOCIAL_000531,2023-04-11,NC
SOCIAL_000532,2023-04-11,VA
SOCIAL_000533,2023-04-11,NJ
SOCIAL_000534,2023-04-11,SC
SOCIAL_000535,2023-04-11,GA
SOCIAL_000536,2023-04-11,NY
SOCIAL_000537,2023-04-12,TN
SOCIAL_000538,2023-04-12,PA
SOCIAL_000539,2023-04-12,WI
SOCIAL_000540,2023-04-12,TN
SOCIAL_000541,2023-04-12,FL
SOCIAL_000542,2023-04-12,TX
SOCIAL_000543,2023-04-12,FL
SOCIAL_000544,2023-04-12,AR
SOCIAL_000545,2023-04-12,WI
SOCIAL_000546,2023-04-12,CA
SOCIAL_000547,2023-04-12,WV
SOCIAL_000548,2023-04-13,FL
SOCIAL_000549,2023-04-13,KY
SOCIAL_000550,2023-04-13,NY
SOCIAL_000551,2023-04-13,GA
SOCIAL_000552,2023-04-13,NC
SOCIAL_000553,2023-04-13,CA
SOCIAL_000554,2023-04-14,IA
SOCIAL_000555,2023-04-14,TN
SOCIAL_000556,2023-04-14,NY
SOCIAL_000557,2023-04-14,CA
SOCIAL_000558,2023-04-14,FL
SOCIAL_000559,2023-04-14,TN
SOCIAL_000560,2023-04-14,PA
SOCIAL_000561,2023-04-14,TX
SOCIAL_000562,2023-04-14,OR
SOCIAL_000563,2023-04-14,CA
SOCIAL_000564,2023-04-14,IA
SOCIAL_000565,2023-04-15,VA
SOCIAL_000566,2023-04-15,NC
SOCIAL_000567,2023-04-15,MO
SOCIAL_000568,2023-04-15,NY
SOCIAL_000569,2023-04-15,LA
SOCIAL_000570,2023-04-15,IL
SOCIAL_000571,2023-04-15,IN
SOCIAL_000572,2023-04-16,WV
SOCIAL_000573,2023-04-16,SD
SOCIAL_000574,2023-04-16,CA
SOCIAL_000575,2023-04-17,TX
SOCIAL_000576,2023-04-17,GA
SOCIAL_000577,2023-04-17,KS
SOCIAL_000578,2023-04-18,NY
SOCIAL_000579,2023-04-18,MA
SOCIAL_000580,2023-04-18,TX
SOCIAL_000581,2023-04-18,CO
SOCIAL_000582,2023-04-18,MO
SOCIAL_000583,2023-04-18,NJ
SOCIAL_000584,2023-04-18,CA
SOCIAL_000585,2023-04-18,VA
SOCIAL_000586,2023-04-18,NY
SOCIAL_000587,2023-04-19,PA
SOCIAL_000588,2023-04-19,TX
SOCIAL_000589,2023-04-19,SC
SOCIAL_000590,2023-04-19,MA
SOCIAL_000591,2023-04-19,PA
SOCIAL_000592,2023-04-19,MT
SOCIAL_000593,2023-04-19,WA
SOCIAL_000594,2023-04-20,PA
SOCIAL_000595,2023-04-20,TN
SOCIAL_000596,2023-04-20,LA
SOCIAL_000597,2023-04-20,OH
SOCIAL_000598,2023-04-20,VA
SOCIAL_000599,2023-04-21,MA
SOCIAL_000600,2023-04-21,TX
SOCIAL_000601,2023-04-21,MD
SOCIAL_000602,2023-04-21,OH
SOCIAL_000603,2023-04-21,OK
SOCIAL_000604,2023-04-21,NC
SOCIAL_000605,2023-04-22,NY
SOCIAL_000606,2023-04-22,MN
SOCIAL_000607,2023-04-22,NY
SOCIAL_000608,2023-04-22,NJ
SOCIAL_000609,2023-04-22,NC
SOCIAL_000610,2023-04-22,NC
SOCIAL_000611,2023-04-23,FL
SOCIAL_000612,2023-04-23,TX
SOCIAL_000613,2023-04-24,TX
SOCIAL_000614,2023-04-24,TN
SOCIAL_000615,2023-04-24,IL
SOCIAL_000616,2023-04-25,IL
SOCIAL_000617,2023-04-25,FL
SOCIAL_000618,2023-04-25,OH
SOCIAL_000619,2023-04-25,AZ
SOCIAL_000620,2023-04-25,KY
SOCIAL_000621,2023-04-25,SC
SOCIAL_000622,2023-04-25,HI
SOCIAL_000623,2023-04-25,IL
SOCIAL_000624,2023-04-25,CA
SOCIAL_000625,2023-04-25,AZ
SOCIAL_000626,2023-04-26,MA
SOCIAL_000627,2023-04-26,DC
SOCIAL_000628,2023-04-26,FL
SOCIAL_000629,2023-04-26,TX
SOCIAL_000630,2023-04-26,VA
SOCIAL_000631,2023-04-26,GA
SOCIAL_000632,2023-04-26,WA
SOCIAL_000633,2023-04-27,CA
SOCIAL_000634,2023-04-27,TX
SOCIAL_000635,2023-04-27,TN
SOCIAL_000636,2023-04-27,GA
SOCIAL_000637,2023-04-27,CA
SOCIAL_000638,2023-04-28,TX
SOCIAL_000639,2023-04-28,PA
SOCIAL_000640,2023-04-28,PA
SOCIAL_000641,2023-04-29,TX
SOCIAL_000642,2023-04-29,KS
SOCIAL_000643,2023-04-29,TX
SOCIAL_000644,2023-04-29,GA
SOCIAL_000645,2023-04-29,CA
SOCIAL_000646,2023-04-30,CA
SOCIAL_000647,2023-04-30,NH
SOCIAL_000648,2023-04-30,UT
SOCIAL_000649,2023-04-30,DE
SOCIAL_000650,2023-04-30,CO
SOCIAL_000651,2023-05-01,SD
SOCIAL_000652,2023-05-01,CO
SOCIAL_000653,2023-05-01,VA
SOCIAL_000654,2023-05-01,IL
SOCIAL_000655,2023-05-01,TX
SOCIAL_000656,2023-05-01,WI
SOCIAL_000657,2023-05-01,KS
SOCIAL_000658,2023-05-01,NY
SOCIAL_000659,2023-05-01,AL
SOCIAL_000660,2023-05-01,CO
SOCIAL_000661,2023-05-02,PA
SOCIAL_000662,2023-05-02,TX
SOCIAL_000663,2023-05-02,PA
SOCIAL_000664,2023-05-02,SD
SOCIAL_000665,2023-05-02,TX
SOCIAL_000666,2023-05-03,NY
SOCIAL_000667,2023-05-03,NV
SOCIAL_000668,2023-05-04,FL
SOCIAL_000669,2023-05-04,SD
SOCIAL_000670,2023-05-04,CA
SOCIAL_000671,2023-05-04,TX
SOCIAL_000672,2023-05-04,MN
SOCIAL_000673,2023-05-04,OR
SOCIAL_000674,2023-05-04,MI
SOCIAL_000675,2023-05-04,TX
SOCIAL_000676,2023-05-05,CO
SOCIAL_000677,2023-05-05,CA
SOCIAL_000678,2023-05-05,CA
SOCIAL_000679,2023-05-05,LA
SOCIAL_000680,2023-05-05,NC
SOCIAL_000681,2023-05-05,VA
SOCIAL_000682,2023-05-06,CA
SOCIAL_000683,2023-05-06,WI
SOCIAL_000684,2023-05-06,WI
SOCIAL_000685,2023-05-06,KY
SOCIAL_000686,2023-05-07,FL
SOCIAL_000687,2023-05-07,FL
SOCIAL_000688,2023-05-08,CA
SOCIAL_000689,2023-05-08,AL
SOCIAL_000690,2023-05-08,OH
SOCIAL_000691,2023-05-08,MI
SOCIAL_000692,2023-05-08,CA
SOCIAL_000693,2023-05-08,SC
SOCIAL_000694,2023-05-09,TN
SOCIAL_000695,2023-05-09,MI
SOCIAL_000696,2023-05-09,MN
SOCIAL_000697,2023-05-09,CA
