date,spend,impressions,clicks,leads,cpl
2023-05-20,63.21,7628,20,2,31.6
2023-05-21,99.31,11389,33,4,24.83
2023-05-22,222.54,24622,94,7,31.79
2023-05-23,257.28,31702,95,7,36.75
2023-05-24,333.72,27503,130,13,25.67
2023-05-25,250.1,35304,101,9,27.79
2023-05-26,84.74,9268,40,3,28.25
2023-05-27,258.75,24238,74,6,43.13
2023-05-28,222.83,28100,80,6,37.14
2023-05-29,180.91,17041,51,5,36.18
2023-05-30,112.97,14096,32,4,28.24
2023-05-31,217.18,25795,76,6,36.2
2023-06-01,28.92,3354,9,1,28.92
2023-06-02,338.47,49930,96,9,37.61
2023-06-03,191.98,28468,68,5,38.4
2023-06-04,0.0,0,0,0,0.0
2023-06-05,350.86,48856,89,9,38.98
2023-06-06,301.95,37196,67,8,37.74
2023-06-07,219.22,29384,107,9,24.36
2023-06-08,235.67,24332,56,7,33.67
2023-06-09,165.22,18920,74,6,27.54
2023-06-10,136.3,11649,32,4,34.08
2023-06-11,190.42,17548,40,5,38.08
2023-06-12,219.83,26909,50,5,43.97
2023-06-13,302.09,44689,72,8,37.76
2023-06-14,280.24,25143,80,7,40.03
2023-06-15,181.52,25124,60,5,36.3
2023-06-16,348.01,36645,78,9,38.67
2023-06-17,116.89,16994,43,4,29.22
2023-06-18,88.55,10249,35,3,29.52
2023-06-19,200.48,25437,46,5,40.1
2023-06-20,103.46,12099,37,3,34.49
2023-06-21,218.31,18352,107,8,27.29
2023-06-22,200.96,25449,108,8,25.12
2023-06-23,139.84,12715,43,4,34.96
2023-06-24,0.0,0,0,0,0.0
2023-06-25,204.67,28795,94,7,29.24
2023-06-26,160.18,17598,55,5,32.04
2023-06-27,185.64,24406,75,6,30.94
2023-06-28,36.45,3776,9,1,36.45
2023-06-29,150.13,16283,59,6,25.02
2023-06-30,184.99,18843,71,5,37.0
2023-07-01,177.45,15513,51,5,35.49
2023-07-02,122.18,12776,38,3,40.73
2023-07-03,153.77,13804,52,4,38.44
2023-07-04,176.35,18704,58,6,29.39
2023-07-05,338.92,29715,140,10,33.89
2023-07-06,251.95,35000,84,6,41.99
2023-07-07,292.03,32613,121,12,24.34
2023-07-08,114.08,16301,47,4,28.52
2023-07-09,124.24,15428,66,5,24.85
2023-07-10,155.94,21714,64,5,31.19
2023-07-11,152.81,18307,69,5,30.56
2023-07-12,159.24,17857,68,6,26.54
2023-07-13,294.79,39645,150,12,24.57
2023-07-14,190.68,19438,83,6,31.78
2023-07-15,229.53,20402,67,8,28.69
2023-07-16,96.5,13861,57,4,24.12
2023-07-17,225.06,19066,48,6,37.51
2023-07-18,257.66,21550,56,7,36.81
2023-07-19,409.5,37543,96,11,37.23
2023-07-20,258.64,21033,107,8,32.33
2023-07-21,353.44,29660,86,10,35.34
2023-07-22,156.38,12733,43,5,31.28
2023-07-23,106.66,13692,48,4,26.66
2023-07-24,197.19,18102,52,5,39.44
2023-07-25,489.36,65141,170,12,40.78
2023-07-26,148.39,15911,35,4,37.1
2023-07-27,257.57,31487,71,8,32.2
2023-07-28,111.07,13134,25,3,37.02
2023-07-29,79.49,10873,22,2,39.75
2023-07-30,0.0,0,0,0,0.0
2023-07-31,114.27,12004,43,4,28.57
2023-08-01,209.49,19829,49,6,34.92
2023-08-02,347.75,31010,98,9,38.64
2023-08-03,230.57,24805,92,8,28.82
2023-08-04,223.99,19742,82,6,37.33
2023-08-05,168.41,24722,40,5,33.68
2023-08-06,162.83,23734,65,6,27.14
2023-08-07,316.87,44235,109,8,39.61
2023-08-08,347.76,47423,85,10,34.78
2023-08-09,236.74,20666,83,7,33.82
2023-08-10,28.13,3731,14,1,28.13
2023-08-11,203.79,26201,68,6,33.96
2023-08-12,267.84,33252,90,7,38.26
2023-08-13,68.66,7804,27,2,34.33
2023-08-14,153.68,19560,56,4,38.42
2023-08-15,323.55,33935,119,10,32.35
2023-08-16,285.0,34481,107,8,35.62
2023-08-17,166.23,23780,73,5,33.25
2023-08-18,152.23,20654,61,5,30.45
2023-08-19,120.41,10010,29,3,40.14
2023-08-20,175.83,24321,71,6,29.3
2023-08-21,76.58,11143,28,2,38.29
2023-08-22,285.38,24459,103,11,25.94
2023-08-23,145.73,15252,34,4,36.43
2023-08-24,176.38,25876,74,6,29.4
2023-08-25,181.59,24876,52,5,36.32
2023-08-26,63.87,7021,27,2,31.94
2023-08-27,144.55,17821,63,5,28.91
2023-08-28,218.5,27745,63,7,31.21
2023-08-29,115.42,14312,36,3,38.47
2023-08-30,115.4,9375,29,3,38.47
2023-08-31,56.44,6895,24,2,28.22
2023-09-01,329.03,43366,161,11,29.91
2023-09-02,242.85,34954,57,6,40.47
2023-09-03,133.68,13653,32,4,33.42
2023-09-04,126.47,17411,57,4,31.62
2023-09-05,420.83,57482,111,11,38.26
2023-09-06,118.36,14527,35,3,39.45
2023-09-07,283.93,25505,100,9,31.55
2023-09-08,163.98,24318,74,6,27.33
2023-09-09,130.53,16494,57,4,32.63
2023-09-10,94.32,12828,39,3,31.44
2023-09-11,317.03,37168,88,8,39.63
2023-09-12,311.51,29877,84,10,31.15
2023-09-13,260.19,30085,64,7,37.17
2023-09-14,67.07,9362,18,2,33.54
2023-09-15,96.76,12567,44,3,32.25
2023-09-16,180.64,18568,88,7,25.81
2023-09-17,166.44,20330,40,4,41.61
2023-09-18,351.54,41537,98,9,39.06
2023-09-19,378.06,56141,152,11,34.37
2023-09-20,152.42,16003,64,5,30.48
2023-09-21,149.98,12203,36,4,37.5
2023-09-22,33.53,4613,14,1,33.53
2023-09-23,109.84,12581,37,3,36.61
2023-09-24,215.67,25450,70,8,26.96
2023-09-25,335.76,27922,68,8,41.97
2023-09-26,422.05,47136,101,10,42.21
2023-09-27,306.15,44900,77,9,34.02
2023-09-28,104.37,9890,28,3,34.79
2023-09-29,311.49,29946,101,7,44.5
2023-09-30,139.0,13013,49,5,27.8
2023-10-01,148.01,12814,59,4,37.0
2023-10-02,298.4,30302,67,8,37.3
2023-10-03,123.24,13079,74,5,24.65
2023-10-04,92.34,12145,42,3,30.78
2023-10-05,186.92,26097,55,5,37.38
2023-10-06,248.91,19914,74,8,31.11
2023-10-07,164.02,24432,34,4,41.01
2023-10-08,158.08,12765,68,5,31.62
2023-10-09,151.83,20554,43,4,37.96
2023-10-10,340.48,30136,128,9,37.83
2023-10-11,468.17,51195,136,13,36.01
2023-10-12,319.14,36301,105,10,31.91
2023-10-13,149.55,16453,54,6,24.93
2023-10-14,242.94,22363,74,7,34.71
2023-10-15,174.4,15716,51,5,34.88
2023-10-16,274.27,38749,112,9,30.47
2023-10-17,238.82,29874,111,9,26.54
2023-10-18,144.78,12710,60,5,28.96
2023-10-19,83.77,9340,27,3,27.92
2023-10-20,121.78,16964,32,3,40.59
2023-10-21,64.1,6083,16,2,32.05
2023-10-22,114.77,14699,44,4,28.69
2023-10-23,138.51,18200,73,5,27.7
2023-10-24,49.6,7369,19,2,24.8
2023-10-25,150.27,16865,39,4,37.57
2023-10-26,295.06,37630,103,9,32.78
2023-10-27,152.35,17007,66,5,30.47
2023-10-28,260.23,35881,54,6,43.37
2023-10-29,128.7,12798,47,5,25.74
2023-10-30,460.6,56524,138,12,38.38
2023-10-31,165.09,21966,64,5,33.02
2023-11-01,354.59,38377,134,9,39.4
2023-11-02,283.72,24012,86,8,35.47
2023-11-03,286.95,23657,100,7,40.99
2023-11-04,149.8,18521,84,6,24.97
2023-11-05,77.4,9729,32,3,25.8
2023-11-06,214.12,30011,86,6,35.69
2023-11-07,193.14,25892,79,6,32.19
2023-11-08,119.05,14203,41,3,39.68
2023-11-09,174.18,21107,86,6,29.03
2023-11-10,194.86,16990,78,8,24.36
2023-11-11,250.58,35876,81,6,41.76
2023-11-12,191.88,24437,87,6,31.98
2023-11-13,240.2,30205,76,7,34.31
2023-11-14,169.53,18346,48,5,33.91
2023-11-15,125.8,18276,40,4,31.45
2023-11-16,267.19,30757,98,7,38.17
2023-11-17,250.26,32500,100,7,35.75
2023-11-18,185.63,23755,48,5,37.13
2023-11-19,280.3,27916,67,8,35.04
2023-11-20,467.61,44043,99,11,42.51
2023-11-21,146.05,14062,43,4,36.51
2023-11-22,214.95,28508,53,6,35.82
2023-11-23,324.7,37464,125,9,36.08
2023-11-24,224.45,20154,116,8,28.06
2023-11-25,233.18,30773,79,8,29.15
2023-11-26,144.95,16628,71,5,28.99
2023-11-27,168.79,23497,65,6,28.13
2023-11-28,123.07,9907,37,4,30.77
2023-11-29,613.91,90687,173,14,43.85
2023-11-30,327.44,36115,105,9,36.38
2023-12-01,53.85,5402,22,2,26.93
2023-12-02,29.31,3653,8,1,29.31
2023-12-03,249.74,33722,95,8,31.22
2023-12-04,244.04,29276,54,6,40.67
2023-12-05,179.72,18730,57,4,44.93
2023-12-06,365.09,53961,122,12,30.42
2023-12-07,273.72,29271,92,10,27.37
2023-12-08,296.82,33941,82,8,37.1
2023-12-09,209.33,20835,77,8,26.17
2023-12-10,172.42,23852,69,6,28.74
2023-12-11,143.56,20745,40,4,35.89
2023-12-12,320.26,27530,114,9,35.58
2023-12-13,142.06,14764,41,5,28.41
2023-12-14,257.42,21530,110,8,32.18
2023-12-15,250.78,36075,81,8,31.35
2023-12-16,106.01,12982,25,3,35.34
2023-12-17,146.63,18770,41,5,29.33
2023-12-18,336.12,30684,122,9,37.35
2023-12-19,197.17,25118,58,5,39.43
2023-12-20,321.84,41721,122,11,29.26
2023-12-21,259.0,37848,102,7,37.0
2023-12-22,286.09,39596,75,8,35.76
2023-12-23,119.05,16510,58,4,29.76
2023-12-24,49.45,3978,25,2,24.72
2023-12-25,276.18,35709,108,9,30.69
2023-12-26,219.46,23278,58,5,43.89
2023-12-27,293.15,26155,97,8,36.64
2023-12-28,280.29,31748,99,7,40.04
2023-12-29,247.81,27945,101,7,35.4
2023-12-30,83.41,7172,18,2,41.7
2023-12-31,69.15,6670,18,2,34.58
2024-01-01,197.9,28550,109,8,24.74
2024-01-02,61.72,7802,25,2,30.86
2024-01-03,115.48,14010,32,3,38.49
2024-01-04,284.18,31453,89,10,28.42
2024-01-05,310.9,29014,100,8,38.86
2024-01-06,82.66,11283,42,3,27.55
2024-01-07,65.09,5914,21,2,32.55
2024-01-08,286.38,24769,78,9,31.82
2024-01-09,31.15,3313,12,1,31.15
2024-01-10,308.97,32253,101,8,38.62
2024-01-11,413.31,51881,134,10,41.33
2024-01-12,229.84,29574,65,7,32.83
2024-01-13,130.0,19051,25,3,43.33
2024-01-14,52.96,6121,21,2,26.48
2024-01-15,209.73,28695,54,6,34.96
2024-01-16,79.33,6610,21,2,39.66
2024-01-17,31.41,3043,14,1,31.41
2024-01-18,337.25,36021,126,9,37.47
2024-01-19,78.82,6957,24,2,39.41
2024-01-20,229.87,19461,69,6,38.31
2024-01-21,83.56,10742,35,3,27.85
2024-01-22,275.29,41074,82,7,39.33
2024-01-23,87.8,11268,35,3,29.27
2024-01-24,301.83,28704,97,10,30.18
2024-01-25,349.91,29399,97,12,29.16
2024-01-26,128.49,17156,42,4,32.12
2024-01-27,348.74,51317,73,9,38.75
2024-01-28,68.63,9847,27,2,34.31
2024-01-29,364.3,29673,89,10,36.43
2024-01-30,101.11,11204,33,4,25.28
2024-01-31,101.9,10649,33,3,33.97
2024-02-01,316.97,44666,105,10,31.7
2024-02-02,125.95,18127,51,4,31.49
2024-02-03,219.87,22389,97,8,27.48
2024-02-04,97.02,13819,44,3,32.34
2024-02-05,149.68,21741,53,5,29.94
2024-02-06,267.45,32379,49,6,44.58
2024-02-07,32.46,4409,11,1,32.46
2024-02-08,364.5,31258,128,9,40.5
2024-02-09,137.87,12803,37,4,34.47
2024-02-10,178.57,24980,81,6,29.76
2024-02-11,67.09,8024,21,2,33.54
2024-02-12,125.57,15994,65,5,25.11
2024-02-13,106.72,11974,39,3,35.57
2024-02-14,66.62,8155,27,2,33.31
2024-02-15,126.74,12248,33,4,31.69
2024-02-16,131.58,16068,47,5,26.32
2024-02-17,191.66,21531,74,5,38.33
2024-02-18,173.98,14428,51,5,34.8
2024-02-19,115.41,9478,35,3,38.47
2024-02-20,418.82,58892,210,15,27.92
2024-02-21,381.07,54643,130,12,31.76
2024-02-22,213.27,22695,41,5,42.65
2024-02-23,207.33,26082,90,7,29.62
2024-02-24,115.81,16674,40,4,28.95
2024-02-25,206.55,20063,80,6,34.42
2024-02-26,159.34,14824,43,4,39.84
2024-02-27,219.5,30156,54,6,36.58
2024-02-28,79.31,9529,24,2,39.66
2024-02-29,287.32,41897,68,7,41.05
2024-03-01,102.47,14420,47,4,25.62
2024-03-02,117.93,17218,43,3,39.31
2024-03-03,129.1,13965,70,5,25.82
2024-03-04,234.6,31807,64,6,39.1
2024-03-05,339.38,31978,111,9,37.71
2024-03-06,153.69,18247,55,4,38.42
2024-03-07,116.22,10833,35,4,29.06
2024-03-08,213.16,21806,43,5,42.63
2024-03-09,169.32,21151,63,5,33.86
2024-03-10,380.41,54533,75,9,42.27
2024-03-11,317.6,28095,107,9,35.29
2024-03-12,284.56,27215,115,11,25.87
2024-03-13,59.92,5716,24,2,29.96
2024-03-14,346.9,48192,132,9,38.54
2024-03-15,194.44,21110,63,6,32.41
2024-03-16,118.44,17499,57,4,29.61
2024-03-17,63.55,5378,16,2,31.78
2024-03-18,118.13,15304,46,4,29.53
2024-03-19,213.2,17086,43,5,42.64
2024-03-20,133.27,12763,52,4,33.32
2024-03-21,286.67,29782,79,8,35.83
2024-03-22,169.43,14176,58,6,28.24
2024-03-23,98.84,13338,52,4,24.71
2024-03-24,194.77,26139,51,5,38.95
2024-03-25,127.9,18601,27,3,42.63
2024-03-26,162.01,17190,50,5,32.4
2024-03-27,156.39,17750,55,4,39.1
2024-03-28,155.38,19773,71,5,31.08
2024-03-29,213.03,25652,62,6,35.5
2024-03-30,134.58,18784,40,5,26.92
2024-03-31,63.33,6767,25,2,31.67
2024-04-01,204.72,24633,87,6,34.12
2024-04-02,259.58,28958,69,7,37.08
2024-04-03,343.91,39406,134,9,38.21
2024-04-04,82.64,11789,27,3,27.55
2024-04-05,241.83,32121,58,6,40.31
2024-04-06,146.75,16015,34,4,36.69
2024-04-07,115.77,16418,28,3,38.59
2024-04-08,310.76,34472,124,9,34.53
2024-04-09,421.76,39053,131,11,38.34
2024-04-10,420.05,54771,95,11,38.19
2024-04-11,294.52,35093,72,7,42.07
2024-04-12,420.24,42015,122,10,42.02
2024-04-13,40.56,4531,8,1,40.56
2024-04-14,195.3,29221,92,7,27.9
2024-04-15,231.08,23290,85,6,38.51
2024-04-16,316.12,41875,118,8,39.52
2024-04-17,313.65,26779,122,10,31.37
2024-04-18,112.48,13611,43,4,28.12
2024-04-19,352.22,34605,140,11,32.02
2024-04-20,77.59,7589,26,2,38.8
2024-04-21,163.49,23625,57,5,32.7
2024-04-22,36.86,5482,14,1,36.86
2024-04-23,201.69,18244,97,7,28.81
2024-04-24,243.1,28202,90,7,34.73
2024-04-25,85.2,12447,32,3,28.4
2024-04-26,221.5,18471,82,9,24.61
2024-04-27,309.21,41796,119,8,38.65
2024-04-28,195.81,21795,79,7,27.97
2024-04-29,185.69,25651,69,5,37.14
2024-04-30,274.1,31619,104,9,30.46
2024-05-01,129.11,18533,26,3,43.04
2024-05-02,156.49,17480,64,5,31.3
2024-05-03,268.26,28399,114,9,29.81
2024-05-04,34.19,3111,12,1,34.19
2024-05-05,91.76,7637,24,3,30.59
2024-05-06,143.7,20575,49,6,23.95
2024-05-07,336.22,33826,79,8,42.03
2024-05-08,271.68,30936,117,9,30.19
2024-05-09,65.45,7317,26,2,32.73
2024-05-10,208.47,25226,72,6,34.75
2024-05-11,145.21,13705,38,4,36.3
2024-05-12,226.63,25489,89,7,32.38
2024-05-13,163.52,20610,74,5,32.7
2024-05-14,397.9,50152,110,13,30.61
2024-05-15,160.86,16580,43,4,40.21
2024-05-16,461.73,55310,138,12,38.48
2024-05-17,166.41,17404,81,6,27.74
2024-05-18,136.59,16638,45,4,34.15
2024-05-19,155.77,16007,59,5,31.15
2024-05-20,249.52,34059,116,8,31.19
2024-05-21,125.28,11921,37,4,31.32
2024-05-22,114.88,12931,47,4,28.72
2024-05-23,182.33,26899,62,7,26.05
2024-05-24,213.47,22533,58,5,42.69
2024-05-25,189.52,20951,71,6,31.59
2024-05-26,193.04,21929,64,7,27.58
2024-05-27,186.38,23697,54,5,37.28
2024-05-28,470.83,42144,121,11,42.8
2024-05-29,152.34,14126,56,6,25.39
2024-05-30,311.45,46083,69,7,44.49
2024-05-31,188.41,24861,44,5,37.68
2024-06-01,168.88,19423,71,6,28.15
2024-06-02,133.72,16338,46,4,33.43
2024-06-03,127.98,16843,55,4,32.0
2024-06-04,190.5,15783,73,5,38.1
2024-06-05,172.77,25252,52,4,43.19
2024-06-06,345.21,40357,123,9,38.36
2024-06-07,101.62,9658,32,3,33.87
2024-06-08,141.9,15262,65,5,28.38
2024-06-09,157.98,22737,34,4,39.5
2024-06-10,263.03,22756,91,7,37.58
2024-06-11,435.76,53592,156,12,36.31
2024-06-12,105.21,9090,41,4,26.3
2024-06-13,223.42,32892,71,7,31.92
2024-06-14,344.02,27781,125,9,38.22
2024-06-15,61.43,5483,26,2,30.72
2024-06-16,328.92,41464,86,8,41.11
2024-06-17,292.69,23418,93,7,41.81
2024-06-18,216.87,27119,66,6,36.15
2024-06-19,264.33,27940,142,10,26.43
2024-06-20,220.76,23739,101,7,31.54
2024-06-21,121.62,17989,36,3,40.54
2024-06-22,135.79,13465,48,4,33.95
2024-06-23,182.9,15667,75,6,30.48
2024-06-24,107.14,12389,58,4,26.79
2024-06-25,247.92,21702,71,6,41.32
2024-06-26,351.56,51898,140,11,31.96
2024-06-27,272.99,26762,79,8,34.12
2024-06-28,322.42,27734,115,10,32.24
2024-06-29,75.29,8870,26,2,37.64
2024-06-30,148.4,17269,57,4,37.1
2024-07-01,172.44,24768,52,5,34.49
2024-07-02,210.38,28213,92,9,23.38
2024-07-03,251.97,27371,79,7,36.0
2024-07-04,334.94,40568,162,11,30.45
2024-07-05,107.69,16062,43,4,26.92
2024-07-06,62.81,7709,19,2,31.4
2024-07-07,111.98,12676,34,3,37.33
2024-07-08,347.02,44776,99,10,34.7
2024-07-09,223.71,23613,85,6,37.29
2024-07-10,120.95,12573,52,4,30.24
2024-07-11,273.3,32408,72,8,34.16
2024-07-12,286.62,29352,113,10,28.66
2024-07-13,273.93,33999,60,7,39.13
2024-07-14,130.25,18146,48,4,32.56
2024-07-15,100.74,8198,39,4,25.18
2024-07-16,133.17,14667,55,4,33.29
2024-07-17,136.0,17244,72,5,27.2
2024-07-18,279.78,34027,83,7,39.97
2024-07-19,257.65,30395,114,8,32.21
2024-07-20,202.44,21420,41,5,40.49
2024-07-21,147.97,16076,49,5,29.59
2024-07-22,230.86,24814,89,6,38.48
2024-07-23,189.74,19447,77,8,23.72
2024-07-24,180.8,25100,44,5,36.16
2024-07-25,153.61,17879,73,6,25.6
2024-07-26,212.24,23165,86,7,30.32
2024-07-27,190.35,25579,102,7,27.19
2024-07-28,139.95,16190,40,5,27.99
2024-07-29,392.9,48901,102,11,35.72
2024-07-30,242.17,31677,53,6,40.36
2024-07-31,28.89,4095,10,1,28.89
2024-08-01,174.41,20922,69,5,34.88
2024-08-02,103.75,10299,27,3,34.58
2024-08-03,145.04,15462,32,4,36.26
2024-08-04,250.17,21686,82,6,41.69
2024-08-05,185.88,26635,74,5,37.18
2024-08-06,134.26,19674,42,3,44.75
2024-08-07,165.57,15382,54,4,41.39
2024-08-08,217.05,25579,115,8,27.13
2024-08-09,162.76,17849,59,5,32.55
2024-08-10,75.73,6867,43,3,25.24
2024-08-11,187.43,21058,86,6,31.24
2024-08-12,176.85,26346,59,6,29.48
2024-08-13,198.87,27072,64,5,39.77
2024-08-14,201.35,29091,60,7,28.76
2024-08-15,148.38,20180,58,4,37.1
2024-08-16,58.86,6666,21,2,29.43
2024-08-17,205.45,27272,117,8,25.68
2024-08-18,219.62,29345,59,6,36.6
2024-08-19,201.31,30022,75,6,33.55
2024-08-20,217.62,24717,82,8,27.2
2024-08-21,75.54,10942,17,2,37.77
2024-08-22,120.19,13109,40,4,30.05
2024-08-23,214.94,26041,83,6,35.82
2024-08-24,115.1,9590,26,3,38.37
2024-08-25,114.29,9295,44,4,28.57
2024-08-26,179.85,14775,84,6,29.98
2024-08-27,330.14,30292,121,10,33.01
2024-08-28,126.23,12245,41,3,42.08
2024-08-29,250.96,32473,114,8,31.37
2024-08-30,33.09,3286,13,1,33.09
2024-08-31,276.79,38295,75,7,39.54
2024-09-01,153.07,20519,57,4,38.27
2024-09-02,97.09,11271,25,3,32.36
2024-09-03,107.19,13980,52,4,26.8
2024-09-04,169.6,19778,69,5,33.92
2024-09-05,192.66,17312,55,5,38.53
2024-09-06,119.38,13412,45,5,23.88
2024-09-07,221.53,19178,80,6,36.92
2024-09-08,119.62,15262,68,5,23.92
2024-09-09,319.74,40458,83,9,35.53
2024-09-10,147.03,16193,47,5,29.41
2024-09-11,321.13,31129,111,11,29.19
2024-09-12,145.88,12308,44,4,36.47
2024-09-13,209.89,22642,73,5,41.98
2024-09-14,195.18,22522,78,7,27.88
2024-09-15,118.5,15379,37,4,29.62
2024-09-16,457.25,40036,213,17,26.9
2024-09-17,180.05,15174,63,6,30.01
2024-09-18,189.54,16696,55,5,37.91
2024-09-19,49.7,6840,21,2,24.85
2024-09-20,220.45,25807,67,6,36.74
2024-09-21,112.84,13715,26,3,37.61
2024-09-22,125.9,11722,50,4,31.48
2024-09-23,212.51,25247,66,6,35.42
2024-09-24,175.62,21377,73,6,29.27
2024-09-25,169.15,17369,83,6,28.19
