date,spend,impressions,clicks,leads,cpl
2023-08-18,458.59,61971,86,9,50.95
2023-08-19,302.69,32163,47,5,60.54
2023-08-20,262.91,27331,58,5,52.58
2023-08-21,451.3,42120,134,9,50.14
2023-08-22,572.55,80090,111,10,57.25
2023-08-23,53.63,5274,9,1,53.63
2023-08-24,450.37,65107,98,8,56.3
2023-08-25,352.78,34170,56,7,50.4
2023-08-26,312.99,33406,56,6,52.17
2023-08-27,240.95,33500,53,4,60.24
2023-08-28,699.5,68465,98,12,58.29
2023-08-29,708.46,68704,114,11,64.41
2023-08-30,427.11,44910,64,8,53.39
2023-08-31,308.81,27718,49,5,61.76
2023-09-01,347.96,28605,55,6,57.99
2023-09-02,309.77,29022,60,5,61.95
2023-09-03,194.01,25034,56,4,48.5
2023-09-04,533.91,46738,119,9,59.32
2023-09-05,166.56,14844,57,4,41.64
2023-09-06,611.3,64116,97,10,61.13
2023-09-07,313.08,43300,75,6,52.18
2023-09-08,403.39,54397,67,7,57.63
2023-09-09,379.73,51624,89,7,54.25
2023-09-10,94.31,7936,17,2,47.15
2023-09-11,223.61,31250,47,4,55.9
2023-09-12,698.97,66050,175,12,58.25
2023-09-13,455.52,43932,104,8,56.94
2023-09-14,455.92,44443,56,7,65.13
2023-09-15,569.74,50599,104,9,63.3
2023-09-16,246.63,22339,47,4,61.66
2023-09-17,265.29,27420,56,6,44.21
2023-09-18,535.41,62160,118,11,48.67
2023-09-19,420.34,46454,82,7,60.05
2023-09-20,697.87,100219,80,10,69.79
2023-09-21,755.56,106343,111,12,62.96
2023-09-22,593.97,52665,88,11,54.0
2023-09-23,425.78,58583,98,7,60.83
2023-09-24,409.01,33363,79,8,51.13
2023-09-25,572.77,83093,107,11,52.07
2023-09-26,288.46,27879,77,6,48.08
2023-09-27,458.42,49900,127,9,50.94
2023-09-28,203.0,25921,59,4,50.75
2023-09-29,744.58,94238,184,14,53.18
2023-09-30,316.61,39627,78,7,45.23
2023-10-01,345.65,46118,78,6,57.61
2023-10-02,147.58,16993,28,3,49.19
2023-10-03,668.91,68779,134,10,66.89
2023-10-04,472.4,41334,94,8,59.05
2023-10-05,305.0,24780,72,6,50.83
2023-10-06,583.1,66014,116,9,64.79
2023-10-07,123.83,10019,28,2,61.91
2023-10-08,371.09,50919,72,8,46.39
2023-10-09,442.07,43695,114,9,49.12
2023-10-10,312.67,40943,79,7,44.67
2023-10-11,379.37,42995,74,6,63.23
2023-10-12,482.83,45663,124,9,53.65
2023-10-13,531.75,65196,94,8,66.47
2023-10-14,302.97,43001,97,7,43.28
2023-10-15,686.57,74227,93,11,62.42
2023-10-16,332.25,32073,99,7,47.46
2023-10-17,435.84,54650,66,8,54.48
2023-10-18,291.18,26053,52,5,58.24
2023-10-19,624.05,53434,151,12,52.0
2023-10-20,431.65,56774,111,8,53.96
2023-10-21,655.27,53894,103,12,54.61
2023-10-22,41.84,5376,9,1,41.84
2023-10-23,511.16,69186,83,10,51.12
2023-10-24,510.03,67074,96,10,51.0
2023-10-25,392.72,34859,119,8,49.09
2023-10-26,861.54,120156,213,15,57.44
2023-10-27,407.67,48124,74,8,50.96
2023-10-28,333.66,40154,50,6,55.61
2023-10-29,278.96,37714,70,5,55.79
2023-10-30,512.1,57013,111,10,51.21
2023-10-31,381.35,41259,62,6,63.56
2023-11-01,488.03,46390,146,10,48.8
2023-11-02,376.6,31017,63,7,53.8
2023-11-03,331.76,46231,95,7,47.39
2023-11-04,226.93,22885,33,4,56.73
2023-11-05,412.57,35643,74,7,58.94
2023-11-06,658.0,81328,156,11,59.82
2023-11-07,603.4,70265,108,10,60.34
2023-11-08,507.97,43907,137,10,50.8
2023-11-09,255.02,34691,65,6,42.5
2023-11-10,309.28,24934,51,6,51.55
2023-11-11,440.54,43834,78,7,62.93
2023-11-12,196.33,22622,43,4,49.08
2023-11-13,316.63,43923,69,6,52.77
2023-11-14,625.61,76502,151,11,56.87
2023-11-15,475.99,61368,103,8,59.5
2023-11-16,1165.94,108656,288,20,58.3
2023-11-17,532.2,56588,126,9,59.13
2023-11-18,59.61,6879,12,1,59.61
2023-11-19,365.94,50247,132,9,40.66
2023-11-20,451.73,55695,84,8,56.47
2023-11-21,417.98,44179,123,9,46.44
2023-11-22,323.59,33921,79,6,53.93
2023-11-23,585.75,81634,72,9,65.08
2023-11-24,537.09,69269,84,10,53.71
2023-11-25,441.87,53226,126,10,44.19
2023-11-26,153.92,20528,24,3,51.31
2023-11-27,388.41,40314,112,9,43.16
2023-11-28,350.89,43834,67,7,50.13
2023-11-29,366.66,33060,79,7,52.38
2023-11-30,552.37,61327,130,9,61.37
2023-12-01,666.58,95287,163,11,60.6
2023-12-02,92.68,11405,16,2,46.34
2023-12-03,409.39,41329,71,7,58.48
2023-12-04,515.05,69963,124,10,51.5
2023-12-05,539.64,57090,91,9,59.96
2023-12-06,313.2,25379,65,7,44.74
2023-12-07,385.09,47571,97,8,48.14
2023-12-08,526.86,75862,92,10,52.69
2023-12-09,466.34,52586,89,9,51.82
2023-12-10,191.43,17282,44,3,63.81
2023-12-11,384.72,33192,79,8,48.09
2023-12-12,481.02,49826,99,8,60.13
2023-12-13,621.6,55846,111,11,56.51
2023-12-14,368.58,54568,119,8,46.07
2023-12-15,674.84,82192,115,12,56.24
2023-12-16,201.13,29663,39,4,50.28
2023-12-17,250.18,37321,55,5,50.04
2023-12-18,345.61,35104,98,7,49.37
2023-12-19,597.01,49337,108,10,59.7
2023-12-20,226.96,18723,56,4,56.74
2023-12-21,344.54,39915,77,6,57.42
2023-12-22,393.94,53034,52,6,65.66
2023-12-23,383.11,35519,74,6,63.85
2023-12-24,313.14,35667,63,5,62.63
2023-12-25,430.86,50104,115,8,53.86
2023-12-26,439.18,59489,109,8,54.9
2023-12-27,648.5,78935,89,11,58.95
2023-12-28,339.7,45054,82,6,56.62
2023-12-29,477.53,47217,113,10,47.75
2023-12-30,308.68,38390,86,6,51.45
2023-12-31,395.31,55928,75,6,65.89
2024-01-01,804.23,86310,148,14,57.44
2024-01-02,154.87,22756,37,3,51.62
2024-01-03,255.89,26712,37,4,63.97
2024-01-04,201.31,29511,59,4,50.33
2024-01-05,528.94,72535,138,10,52.89
2024-01-06,333.93,31617,93,7,47.7
2024-01-07,197.01,29412,38,4,49.25
2024-01-08,436.69,48102,94,7,62.38
2024-01-09,205.38,23170,52,4,51.34
2024-01-10,534.26,76932,113,11,48.57
2024-01-11,713.24,78029,140,12,59.44
2024-01-12,474.27,63269,87,7,67.75
2024-01-13,281.33,23362,67,5,56.27
2024-01-14,226.97,19042,58,4,56.74
2024-01-15,444.09,63542,96,9,49.34
2024-01-16,378.8,51745,101,7,54.11
2024-01-17,177.46,18981,40,4,44.36
2024-01-18,378.12,45261,51,6,63.02
2024-01-19,249.1,20020,50,4,62.28
2024-01-20,174.54,21107,40,3,58.18
2024-01-21,596.23,82913,89,11,54.2
2024-01-22,474.82,50970,84,7,67.83
2024-01-23,160.11,21522,44,3,53.37
2024-01-24,515.59,54754,123,10,51.56
2024-01-25,276.72,33339,47,5,55.34
2024-01-26,586.61,49742,157,11,53.33
2024-01-27,460.47,41106,100,8,57.56
2024-01-28,372.26,33445,99,7,53.18
2024-01-29,379.54,34931,112,8,47.44
2024-01-30,434.42,41054,74,8,54.3
2024-01-31,811.65,94577,137,16,50.73
2024-02-01,516.71,46746,145,10,51.67
2024-02-02,328.59,45823,64,7,46.94
2024-02-03,218.61,28553,34,4,54.65
2024-02-04,397.63,50174,82,8,49.7
2024-02-05,356.39,52877,80,6,59.4
2024-02-06,335.87,33174,90,7,47.98
2024-02-07,549.18,73349,84,10,54.92
2024-02-08,466.06,51386,75,7,66.58
2024-02-09,373.47,46382,84,7,53.35
2024-02-10,372.59,43445,115,8,46.57
2024-02-11,367.19,41385,68,7,52.46
2024-02-12,302.28,31481,53,6,50.38
2024-02-13,387.09,54976,68,7,55.3
2024-02-14,530.45,69613,152,12,44.2
2024-02-15,235.39,20029,42,4,58.85
2024-02-16,618.9,55179,111,12,51.58
2024-02-17,397.37,56427,89,9,44.15
2024-02-18,496.72,74183,100,8,62.09
2024-02-19,414.3,53413,66,8,51.79
2024-02-20,400.8,35493,133,9,44.53
2024-02-21,343.55,28182,48,6,57.26
2024-02-22,551.89,75070,116,10,55.19
2024-02-23,465.13,53729,58,7,66.45
2024-02-24,109.69,14547,24,2,54.85
2024-02-25,205.06,27211,42,4,51.27
2024-02-26,226.42,32610,42,4,56.6
2024-02-27,897.79,79985,142,14,64.13
2024-02-28,484.33,56479,123,10,48.43
2024-02-29,608.61,79404,91,11,55.33
2024-03-01,638.44,85192,119,11,58.04
2024-03-02,256.24,27330,36,4,64.06
2024-03-03,355.09,30882,54,6,59.18
2024-03-04,243.99,26296,48,4,61.0
2024-03-05,289.62,33360,57,7,41.37
2024-03-06,414.44,38775,88,8,51.81
2024-03-07,59.29,5291,9,1,59.29
2024-03-08,519.8,65086,134,9,57.76
2024-03-09,245.65,19967,40,5,49.13
2024-03-10,241.48,21757,58,4,60.37
2024-03-11,426.17,47234,83,9,47.35
2024-03-12,822.25,99053,171,17,48.37
2024-03-13,478.19,59335,120,11,43.47
2024-03-14,327.06,31145,68,6,54.51
2024-03-15,641.87,65991,159,12,53.49
2024-03-16,284.8,34485,61,5,56.96
2024-03-17,460.19,42846,109,9,51.13
2024-03-18,325.23,35952,56,6,54.21
2024-03-19,240.36,22450,66,5,48.07
2024-03-20,331.32,49596,115,8,41.42
2024-03-21,653.38,59848,123,10,65.34
2024-03-22,368.19,48596,87,7,52.6
2024-03-23,253.28,23061,46,5,50.66
2024-03-24,128.05,11079,25,3,42.68
2024-03-25,505.51,74578,119,8,63.19
2024-03-26,241.03,20803,46,4,60.26
2024-03-27,515.0,60752,122,9,57.22
2024-03-28,505.12,73906,153,12,42.09
2024-03-29,463.92,48294,124,9,51.55
2024-03-30,274.52,40665,46,5,54.9
2024-03-31,342.87,41624,58,6,57.15
2024-04-01,348.76,45119,63,7,49.82
2024-04-02,650.24,57121,111,12,54.19
2024-04-03,423.07,39944,128,10,42.31
2024-04-04,691.59,74965,166,12,57.63
2024-04-05,479.75,70063,83,8,59.97
2024-04-06,261.34,36806,59,5,52.27
2024-04-07,541.29,43520,109,10,54.13
2024-04-08,567.68,78638,181,13,43.67
2024-04-09,464.71,41429,127,9,51.63
2024-04-10,666.32,57730,116,12,55.53
2024-04-11,395.08,49661,87,7,56.44
2024-04-12,672.45,90788,140,11,61.13
2024-04-13,468.65,41194,70,7,66.95
2024-04-14,237.37,24938,66,5,47.47
2024-04-15,574.19,76033,183,13,44.17
2024-04-16,544.62,77559,118,9,60.51
2024-04-17,439.09,64143,119,10,43.91
2024-04-18,596.86,53802,104,12,49.74
2024-04-19,433.67,63587,129,10,43.37
2024-04-20,527.04,67845,94,9,58.56
2024-04-21,458.7,67720,127,10,45.87
2024-04-22,397.18,42035,112,8,49.65
2024-04-23,238.66,30984,40,4,59.67
2024-04-24,206.74,29988,54,5,41.35
2024-04-25,444.09,60495,119,9,49.34
2024-04-26,407.85,54747,79,8,50.98
2024-04-27,387.73,51151,84,7,55.39
2024-04-28,215.24,24663,50,5,43.05
2024-04-29,505.45,65812,111,8,63.18
2024-04-30,321.14,29052,54,6,53.52
2024-05-01,679.72,76355,135,12,56.64
2024-05-02,400.89,46988,56,7,57.27
2024-05-03,486.99,41951,86,9,54.11
2024-05-04,299.54,37423,99,7,42.79
2024-05-05,214.31,23131,51,5,42.86
2024-05-06,273.41,35955,42,4,68.35
2024-05-07,341.18,31464,75,7,48.74
2024-05-08,394.49,35146,82,8,49.31
2024-05-09,423.01,59447,96,9,47.0
2024-05-10,757.54,100074,153,14,54.11
2024-05-11,110.85,12751,22,2,55.43
2024-05-12,180.39,24264,37,3,60.13
2024-05-13,311.52,38600,73,6,51.92
2024-05-14,709.17,103655,120,12,59.1
2024-05-15,661.03,65534,117,11,60.09
2024-05-16,529.87,52288,134,11,48.17
2024-05-17,280.13,24753,57,5,56.03
2024-05-18,409.56,38767,57,7,58.51
2024-05-19,519.85,65660,85,8,64.98
2024-05-20,415.27,47773,91,7,59.32
2024-05-21,685.31,101678,141,10,68.53
2024-05-22,957.44,79753,233,17,56.32
2024-05-23,601.65,75078,112,12,50.14
2024-05-24,247.99,22510,57,5,49.6
2024-05-25,92.06,11146,17,2,46.03
2024-05-26,569.85,59180,83,9,63.32
2024-05-27,426.96,53059,77,8,53.37
2024-05-28,563.97,76287,124,13,43.38
2024-05-29,273.2,31416,82,6,45.53
2024-05-30,327.7,36290,62,5,65.54
2024-05-31,267.26,28432,47,5,53.45
2024-06-01,364.06,49875,85,6,60.68
2024-06-02,545.71,57833,130,9,60.63
2024-06-03,338.1,31475,64,6,56.35
2024-06-04,181.71,20341,54,4,45.43
2024-06-05,655.8,77400,101,11,59.62
2024-06-06,217.28,29722,46,5,43.46
2024-06-07,388.5,33502,49,6,64.75
2024-06-08,286.0,28325,63,5,57.2
2024-06-09,430.57,38395,109,9,47.84
2024-06-10,472.62,47298,114,11,42.97
2024-06-11,168.99,23470,43,4,42.25
2024-06-12,481.12,51530,110,9,53.46
2024-06-13,460.53,53211,107,9,51.17
2024-06-14,310.9,26918,87,6,51.82
2024-06-15,329.2,36273,67,5,65.84
2024-06-16,196.63,18828,44,4,49.16
2024-06-17,442.01,46219,66,8,55.25
2024-06-18,608.96,77593,131,12,50.75
2024-06-19,320.0,44401,53,6,53.33
2024-06-20,409.12,41181,49,6,68.19
2024-06-21,642.02,83829,158,12,53.5
2024-06-22,261.96,33309,58,5,52.39
2024-06-23,221.78,25062,46,4,55.45
2024-06-24,612.79,56082,113,13,47.14
2024-06-25,886.87,105303,198,16,55.43
2024-06-26,327.15,36602,48,5,65.43
2024-06-27,364.66,32151,84,6,60.78
2024-06-28,622.78,89872,138,11,56.62
2024-06-29,95.96,7908,17,2,47.98
2024-06-30,403.67,48588,71,7,57.67
2024-07-01,328.61,28248,72,6,54.77
2024-07-02,540.2,47961,100,11,49.11
2024-07-03,468.66,56192,125,10,46.87
2024-07-04,521.41,68061,126,10,52.14
2024-07-05,294.22,43562,59,6,49.04
2024-07-06,167.23,23076,41,3,55.74
2024-07-07,243.08,36443,53,4,60.77
2024-07-08,338.32,34500,58,5,67.66
2024-07-09,549.26,65234,143,11,49.93
2024-07-10,1032.28,88830,146,15,68.82
2024-07-11,742.73,83298,104,13,57.13
2024-07-12,331.76,30652,96,7,47.39
2024-07-13,412.73,48123,89,7,58.96
2024-07-14,291.76,32934,83,6,48.63
2024-07-15,401.47,51516,87,9,44.61
2024-07-16,604.75,66222,153,11,54.98
2024-07-17,527.23,56424,101,10,52.72
2024-07-18,239.62,33230,59,4,59.9
2024-07-19,544.66,43591,94,9,60.52
2024-07-20,414.28,46156,92,8,51.79
2024-07-21,173.57,24049,33,3,57.86
2024-07-22,374.76,38537,98,7,53.54
2024-07-23,297.65,34090,46,5,59.53
2024-07-24,368.15,39607,65,7,52.59
2024-07-25,147.0,16314,27,3,49.0
2024-07-26,243.91,21292,45,5,48.78
2024-07-27,228.32,21887,52,4,57.08
2024-07-28,509.29,44929,97,11,46.3
2024-07-29,722.17,85867,141,13,55.55
2024-07-30,230.46,33826,58,5,46.09
2024-07-31,262.46,22631,81,6,43.74
2024-08-01,851.17,109947,245,17,50.07
2024-08-02,404.09,40434,132,9,44.9
2024-08-03,411.3,48574,69,8,51.41
2024-08-04,285.29,29254,80,6,47.55
2024-08-05,455.54,51152,73,9,50.62
2024-08-06,398.35,44165,103,7,56.91
2024-08-07,252.45,23417,42,4,63.11
2024-08-08,302.23,27386,71,7,43.18
2024-08-09,507.84,58701,81,10,50.78
2024-08-10,233.28,26613,44,5,46.66
2024-08-11,239.48,27601,45,5,47.9
2024-08-12,540.21,44233,88,9,60.02
2024-08-13,733.51,82441,203,15,48.9
2024-08-14,407.46,38520,95,9,45.27
2024-08-15,222.74,21408,40,4,55.68
2024-08-16,146.51,14482,39,3,48.84
2024-08-17,209.28,26990,28,3,69.76
2024-08-18,243.06,36310,67,5,48.61
2024-08-19,319.55,32930,61,5,63.91
2024-08-20,407.22,56188,80,6,67.87
2024-08-21,510.62,47457,145,10,51.06
2024-08-22,196.77,23347,40,4,49.19
2024-08-23,484.85,72034,90,8,60.61
2024-08-24,329.95,32622,94,7,47.14
2024-08-25,300.8,39837,63,6,50.13
2024-08-26,543.43,47911,126,9,60.38
2024-08-27,530.59,43017,96,12,44.22
2024-08-28,343.59,45640,74,6,57.27
2024-08-29,331.44,34169,78,6,55.24
2024-08-30,689.55,98883,172,12,57.46
2024-08-31,271.0,34120,34,4,67.75
2024-09-01,421.92,39371,116,9,46.88
2024-09-02,377.56,32866,74,8,47.2
2024-09-03,699.04,98464,139,10,69.9
2024-09-04,537.3,69195,158,11,48.85
2024-09-05,408.01,43625,91,10,40.8
2024-09-06,1015.94,93590,210,16,63.5
2024-09-07,382.67,54204,83,8,47.83
2024-09-08,260.02,35709,74,5,52.0
2024-09-09,337.59,27237,86,7,48.23
2024-09-10,259.54,38437,51,4,64.88
2024-09-11,546.08,80224,121,9,60.68
2024-09-12,449.63,61877,89,8,56.2
2024-09-13,193.87,23267,40,3,64.62
2024-09-14,119.58,17449,27,2,59.79
2024-09-15,329.11,28816,85,6,54.85
2024-09-16,508.76,47161,82,8,63.6
2024-09-17,445.56,57084,88,8,55.7
2024-09-18,217.8,28972,55,4,54.45
2024-09-19,127.22,18805,27,2,63.61
2024-09-20,401.17,57161,80,7,57.31
2024-09-21,430.62,62893,65,7,61.52
2024-09-22,304.46,25815,80,6,50.74
2024-09-23,371.98,55467,82,6,62.0
2024-09-24,268.15,26505,72,6,44.69
2024-09-25,639.52,75813,151,11,58.14
